Video,Type,Vid_num,Global,Action,Interaction
P01,noint,77,Many people are eating in a restaurant.,I turn my head to the left and put the bottle down on the dining table.,<none>
P01,noint,78,A man throws a bottle of water into a trash can.,I throw the tissue through the lunchbox into the trash can.,<none>
P01,noint,79,The weather is very nice outside the restaurant.,I am walking towards the door.,<none>
P01,noint,80,Two people are throwing garbage in the trash can in front of the restaurant.,I go out of the mart through the door.,<none>
P01,noint,81,Several bicycles are in the bicycle parking lot.,I walk forward pointing my left hand at something.,<none>
P01,noint,82,A man is walking past my bicycle parking lot.,I walk past the bicycle parking lot.,<none>
P01,noint,83,Several bicycles are in the bicycle storage area.,I turn my head to the right and look at my bike.,<none>
P01,noint,84,A man in sunglasses is looking at me.,I am looking at a woman passing her head to the left.,<none>
P01,noint,85,A car is passing on the road.,I am looking at a passing car.,<none>
P01,noint,86,There is an automatic mart door.,I am walking towards the mart door.,<none>
P01,noint,87,A woman is walking in front of me in the mart.,I am walking forward.,<none>
P01,noint,88,People are looking around the mart.,I am walking around the mart.,<none>
P01,noint,89,A man is walking around in front of me on an escalator.,I am going down the escalator.,<none>
P01,noint,90,The man is looking to the left on the escalator.,I am going down the escalator.,<none>
P01,noint,91,People are going down the escalators.,I am going down the escalator.,<none>
P01,noint,92,A man is walking out of the parking lot in front of me through the door.,I am going through the door to the parking lot.,<none>
P01,noint,93,There are many cars parked in the parking lot.,I am looking for my car.,<none>
P01,noint,94,Several cars are passing by in the parking lot.,I am looking at a passing car.,<none>
P01,noint,95,There are many cars parked in the parking lot.,I am looking for my car.,<none>
P01,noint,96,Cars are passing by in the parking lot.,I am walking to see a passing car.,<none>
P01,noint,97,A car is passing by from the parking lot.,I am looking at a passing car.,<none>
P01,noint,98,There are many cars parked in the parking lot.,I am looking for my car.,<none>
P01,noint,99,Several cars are parked.,I am walking past the cars to the entrance to the building.,<none>
P01,noint,102,A woman is getting up from her seat.,I took the book out of my bag and put it on my desk.,<none>
P01,noint,103,A young man is touching a shopping basket.,I am carrying a bag.,<none>
P01,noint,104,A woman is standing next to me at the mart.,I put something in my bag and close it.,<none>
P01,noint,105,Someone is standing next to me in the supermarket.,I take my pen out of my pencil case and put it in my bag.,<none>
P01,noint,106,The clerk at the mart is telling me something.,I lift my bag and look at the mart employee.,<none>
P01,noint,107,There is a note on the desk of the mart information center.,I take a note.,<none>
P01,noint,108,There are many books on display in the bookstore.,I am walking forward.,<none>
P01,noint,109,The man is walking forward saying something in the bookstore.,I am following a man.,<none>
P01,noint,110,People are reading a book in the cafe.,I am walking looking round.,<none>
P01,noint,111,A man puts his bag down at the cafe table.,I sit in a chair.,<none>
P01,noint,112,There are laptops and notebooks on the cafe desk.,I open my laptop.,<none>
P01,noint,113,There are laptops and notebooks on the cafe desk.,I am looking at a laptop and a laptop.,<none>
P01,noint,114,People are ordering at the cafe counter.,I am looking around the cafe turning on my laptop.,<none>
P01,noint,115,A man is sitting in a cafe and reading a book.,I am looking at the man sitting in front of me.,<none>
P01,noint,116,There are laptops and notebooks on the cafe desk.,I am looking at the notes.,<none>
P01,noint,117,My laptop is on.,I am looking at my laptop.,<none>
P01,noint,118,There are laptops and notebooks on the cafe desk.,I look at my laptop.,<none>
P01,noint,119,The man is sitting in the cafe and looking at something.,I am looking at a man by a turn to the right.,<none>
P01,noint,120,A woman is passing by the cafe.,I look up at the note and see a woman.,<none>
P01,noint,121,The people are in the cafe.,I am looking around the cafe.,<none>
P01,noint,122,The laptop is on the cafe table.,I am using a laptop.,<none>
P01,noint,123,There are laptops and notebooks on the cafe table.,I put my smartphone on the table.,<none>
P01,noint,124,The laptop is on the cafe table.,I am using a laptop.,<none>
P01,noint,125,The laptop is on the cafe table.,I am using a laptop.,<none>
P01,noint,126,The laptop is on the cafe table.,I am using a laptop.,<none>
P01,noint,127,A man is telling me something.,I use a computer and listen to a man.,<none>
P01,noint,128,A person is sitting in front of me in the cafe.,I am alternating between a smartphone and a laptop.,<none>
P01,noint,129,A person is sitting in front of me in the cafe.,I am alternating between a smartphone and a laptop.,<none>
P01,noint,130,A person is sitting in front of me in the cafe.,I am alternating between a smartphone and a laptop.,<none>
P01,noint,131,There are laptops and notebooks on the cafe table.,I am alternating between a smartphone and a laptop.,<none>
P01,noint,132,A man is touching his bag in a cafe and listening to me.,I use my laptop and I'm telling him something.,<none>
P01,noint,133,The man is getting up from the chair in the cafe.,I am using a laptop.,<none>
P01,noint,134,The man sits in the chair in front of me.,I see my laptop.,<none>
P01,noint,135,The cafe girl is walking toward me.,I am looking at a cafe employee.,<none>
P01,noint,136,She is doing something at the counter.,I am looking at a cafe employee.,<none>
P01,noint,137,The cafe clerk is doing something at the counter.,I check the price and take the card out of my wallet.,<none>
P01,noint,138,The waitress at the cafe is making coffee.,I check the menu and turn my head to the left to see the cafe staff.,<none>
P01,noint,139,A man is stirring a spoon in his coffee at a cafe.,I am taking the tea I ordered.,<none>
P01,noint,140,The man is stirring coffee with a spoon.,I see a man stirring coffee with a spoon.,<none>
P01,noint,141,A man is waiting to take something.,I pick up the tissue and turn my head to the left.,<none>
P01,noint,142,There are laptops and notebooks on the cafe table.,I come in with a cup of tea and sit down in a chair.,<none>
P01,noint,143,There are laptops and notebooks on the cafe table.,I lift a cup of tea.,<none>
P01,noint,144,A man is sitting on the chair in front of me and telling me something.,"I am listening to him, putting away my smartphone and my notes.",<none>
P01,noint,145,He is using his iPad in a cafe chair.,I am using my smartphone.,<none>
P01,noint,146,A man is drinking coffee in a cafe.,I am drinking tea.,<none>
P01,noint,147,A man is drinking coffee in a cafe.,I am picking up my pen and looking at my notes.,<none>
P01,noint,148,Two women are talking at the counter.,I get up from my seat and walk towards the counter.,<none>
P01,noint,149,There are notes and pens on the cafe desk.,I am walking towards the cafe table where my notebook is on it.,<none>
P01,noint,150,"There are notes, pens and smartphones on the cafe desk.",I take my pen and my smartphone.,<none>
P01,noint,151,Many magazines are on display in the store.,I am looking at a magazine on display.,<none>
P01,noint,152,The store's automatic doors are closing.,I am walking towards the door.,<none>
P01,noint,153,There is a man sitting in front of me.,I am putting my notes and laptop in my bag.,<none>
P01,noint,154,There are two people standing outside the store door.,I turn around as I go through the door.,<none>
P01,noint,155,A woman is walking forward through the store door.,I go out through the door and walk to the left.,<none>
P01,noint,156,My car is parked in the parking lot.,I hold on to the door handle of the car.,<none>
P01,noint,160,There are many cars parked in the parking lot.,I am walking.,<none>
P01,noint,161,There are many cars parked in the parking lot.,I am walking forward looking at my smartphone.,<none>
P01,noint,162,A couple is walking forward holding hands by the road.,I am walking.,<none>
P01,noint,163,A couple is walking forward holding hands by the road.,I am following a couple.,<none>
P01,noint,164,Cars are passing by the road.,I am walking.,<none>
P01,noint,165,A couple is walking forward holding hands by the road.,I am following a couple.,<none>
P01,noint,166,A couple is walking hand in hand on the street.,I touch my face with my hands.,<none>
P01,noint,167,A couple is walking towards the building.,I am following a couple.,<none>
P01,noint,168,A couple is entering the store.,I go into the store through the door.,<none>
P01,noint,169,Many people are standing in line.,I am walking in line.,<none>
P01,noint,170,Many people are standing in line.,I am touching my face with my hands.,<none>
P01,noint,171,There are many people lined up in the store.,I turn my head from side to side and look around the store.,<none>
P01,noint,172,All the lights on the store ceiling are on.,I am looking at the lights on the ceiling.,<none>
P01,noint,174,There are many shoes on display in the shoe store.,I am looking at my shoes.,<none>
P01,noint,175,There are many shoes on the shelves in the shoe store.,I am shopping for shoes.,<none>
P01,noint,176,There are many shoes on the shelves in the shoe store.,I am shopping for shoes.,<none>
P01,noint,177,There are many shoes on the shelves in the shoe store.,I pick up a pair of shoes and look at them carefully.,<none>
P01,noint,178,There are many shoes on the shelves in the shoe store.,I am looking at the shoes by turning my head to the right.,<none>
P01,noint,179,There are many shoes on the shelves in the shoe store.,I am looking at the shoes one by one.,<none>
P01,noint,180,A couple is shopping for shoes in a shoe store.,I am looking at my shoes.,<none>
P01,noint,181,People are shopping for clothes in the store.,I am looking at the clothes on display.,<none>
P01,noint,182,Shoes are displayed on the store shelves.,I am looking at clothes and shoes.,<none>
P01,noint,183,There are many shoes on the shelves in the shoe store.,I am shopping for shoes.,<none>
P01,noint,184,Clothes and shoes are displayed in the store.,I am looking around the store.,<none>
P01,noint,185,People are shopping in the store.,I am walking around the store.,<none>
P01,noint,186,Clothing goods are displayed in the store.,I am looking at the products on display.,<none>
P01,noint,187,There are many people in the store.,I am walking forward.,<none>
P01,noint,188,"Inside the store, three men are walking in front of me.",I am walking forward.,<none>
P01,noint,189,People are getting on the escalator.,I am walking towards the escalator.,<none>
P01,noint,190,The sungrass is on display in the display stand.,I am walking towards the sun grass display stand.,<none>
P01,noint,191,The store clerk is guiding a man.,I am watching a woman and a man talking.,<none>
P01,noint,192,The man is putting the sungrass which a woman is holding in the store.,I am watching a woman and a man talking.,<none>
P01,noint,193,One woman changes the case in the store and shows it to the man.,I see one woman showing the other a case.,<none>
P01,noint,194,A man is going to the counter.,I am looking at the products on display.,<none>
P01,noint,195,There is a woman on the counter.,I am using my smartphone.,<none>
P01,noint,198,A man writes something on the employee's paper at a store counter.,I am standing in front of the counter.,<none>
P01,noint,199,People are leaning against the counter.,I am standing in front of the counter and looking at people.,<none>
P01,noint,200,A man is buying sunglasses.,I am watching a man buy a sunglasses.,<none>
P01,noint,201,The man is talking to a store clerk in front of the counter.,I am looking at them.,<none>
P01,noint,202,People are growing up in front of the store.,I go out of the store through the door.,<none>
P01,noint,203,The children are riding on a ride.,I am watching the children ride on the ride.,<none>
P01,noint,204,The children are riding on a ride.,I am watching the children ride on the ride.,<none>
P01,noint,205,The children are riding on a ride.,I watch my cell phone while watching the rides.,<none>
P01,noint,206,Several people are walking in the store.,I am walking to a store.,<none>
P01,noint,207,Many CDs are on display in store shelves.,I am looking at the CDs on display.,<none>
P01,noint,208,Many CDs are on display in store shelves.,I am shopping for a game CD on display.,<none>
P01,noint,209,Several people are walking in the store.,I am walking forward.,<none>
P01,noint,210,There are some dishes in the kitchen sink.,I am using my smartphone.,<none>
P01,noint,211,There are utensils on the kitchen sink.,I am hanging my gloves on the drawer handle.,<none>
P01,noint,212,There are several marinade in the kitchen sink.,I open the sink cabinet.,<none>
P01,noint,213,Water is coming out of the sink faucet.,I am washing the dishes.,<none>
P01,noint,214,There are several marinade in the kitchen sink.,I am closing the sink cabinet.,<none>
P01,noint,215,There is a television set in the living room.,I am using a towel to wash my hands.,<none>
P01,noint,216,There is a television set in the living room.,I am wearing rubber gloves on my hands.,<none>
P01,noint,217,There is a television set in the living room.,I am preparing to do the dishes while watching TV.,<none>
P01,noint,218,There is a television set in the living room.,I am preparing to do the dishes while watching TV.,<none>
P01,noint,219,There is a plate of iron in the sink.,I am foaming with detergent on the sponge.,<none>
P01,noint,220,Water is coming out of the sink faucet.,I am washing the dishes while watching TV.,<none>
P01,noint,221,There is a television set in the living room.,I am washing the dishes while watching TV.,<none>
P01,noint,222,There are still things in the sink that haven't been washed yet.,I am taking out the rubber gloves from my hand.,<none>
P01,noint,223,There is a television set in the living room.,I am washing the dishes while watching TV.,<none>
P01,noint,224,There is a television set in the living room.,I am turning the faucet on TV.,<none>
P01,noint,225,Water is coming out of the sink faucet.,I am washing my hands.,<none>
P01,noint,226,The sink has a towel on the table.,I am using a towel to wash my hands.,<none>
P01,noint,227,There is a packet of rice in the kitchen cabinet.,I scoop a cup of rice out of the sink and put it into a bowl of rice cooker.,<none>
P01,noint,228,There is a television set in the living room.,I am watching television over the sink.,<none>
P01,noint,229,There is a packet of rice in the kitchen cabinet.,I scoop a cup of rice out of the sink and put it into a bowl of rice cooker.,<none>
P01,noint,230,Water is coming out of the sink faucet.,I am putting water in the rice cooker.,<none>
P01,noint,231,There are food materials on the sink.,I am carrying a container of rice cooker.,<none>
P01,noint,232,There is a towel on the sink table.,I am washing the rice while watching TV.,<none>
P01,noint,233,There is a plate of iron in the sink.,I am pouring water from the rice cooker.,<none>
P01,noint,234,Water is coming out of the sink faucet.,I am pouring water into the rice cooker.,<none>
P01,noint,235,There is a television set in the living room.,I am watching TV over the sink.,<none>
P01,noint,236,There are things on the sink.,I am putting a towel on the sink.,<none>
P01,noint,237,There are many utensils on the sink.,I am looking at something using my cell phone.,<none>
P01,noint,238,There are bowls and cups in the kitchen cabinet.,I am opening the kitchen cabinet.,<none>
P01,noint,239,There are food ingredients in the kitchen cabinet.,I am opening the kitchen cabinet.,<none>
P01,noint,240,The cabinet under the kitchen sink contains utensils.,I am looking at the utensils in the cabinet under the sink.,<none>
P01,noint,241,Tableware and spices are arranged in the kitchen sink cabinet.,I am looking for something by opening the sinks.,<none>
P01,noint,242,The refrigerator is full.,I am opening the refrigerator door.,<none>
P01,noint,243,There are several glass containers in the drawer of the sink.,I am opening the drawer in the sink.,<none>
P01,noint,244,There is a lot of stuff on the sink.,I am taking the pot out of the sink.,<none>
P01,noint,245,There is nothing on the stove.,I put the pot on the stove.,<none>
P01,noint,246,There is a rice cooker with rice on top of the sink.,I am washing the rice.,<none>
P01,noint,247,There is a pot of water on the stove.,I am pouring water washed with rice into pot.,<none>
P01,noint,248,There is a pot of water on the stove.,I am turning on the gas stove.,<none>
P01,noint,249,There are many things on the sink.,I am holding a rice cooker.,<none>
P01,noint,250,There is a television set in the living room.,I am watching TV washing rice.,<none>
P01,noint,251,There is a television set in the living room.,I am watching television over the sink.,<none>
P01,noint,252,There is a plate of iron in the sink.,I am pouring water from the pot of rice cooker.,<none>
P01,noint,253,Water is coming out of the sink faucet.,I am pouring water into the pot of rice cooker.,<none>
P01,noint,254,The rice bowl is filled with rice.,I am moving the rice cooker.,<none>
P01,noint,255,The rice cooker is covered with water.,I am wiping the rice container of rice cooker with a towel.,<none>
P01,noint,256,An electric rice cooker is placed on the kitchen sink table.,I am  putting the rice cooker in the electric rice cooker.,<none>
P01,noint,257,An electric rice cooker is placed on the kitchen sink table.,I am pressing the button on the rice cooker.,<none>
P01,noint,258,There is a pot of water on the stove.,I am touching a pot of water.,<none>
P01,noint,259,There is a pot of water on the stove.,I am looking at something using a smartphone.,<none>
P01,noint,260,There is a box of anchovies on the kitchen sink.,I'm eating the anchovy box.,<none>
P01,noint,261,The box is full of dried anchovies.,I am putting anchovies in a pot.,<none>
P01,noint,262,The refrigerator is full of food.,I am putting the anchovy box in the refrigerator.,<none>
P01,noint,263,There are food ingredients on the sink table.,I am looking at something using a smartphone.,<none>
P01,noint,264,"There are potatoes, onions and onions on the sink table.",I move with onions.,<none>
P01,noint,265,There is a kiln on the sink.,I am taking a knife out of the drawer of the sink.,<none>
P01,noint,266,There are cutting boards and knives on the sink.,I am touching the onions.,<none>
P01,noint,267,There is a cutting board with a cutting board and an onion.,I am washing the blade with water.,<none>
P01,noint,268,Water is coming out of the sink faucet.,I am washing the onions with water.,<none>
P01,noint,269,There is a kiln on the sink.,I am cutting the onions in half using a knife.,<none>
P01,noint,270,There is a kiln on the sink.,I am cutting an onion in half.,<none>
P01,noint,271,There are cutting boards and knives on the sink.,I am peeling an onion.,<none>
P01,noint,272,Water is coming out of the sink faucet.,I am washing the blade with water.,<none>
P01,noint,273,There is a chopping board on the sink.,I am cutting the ends of onions with a knife.,<none>
P01,noint,274,Water is coming out of the sink faucet.,I am washing the blade with water.,<none>
P01,noint,275,There is a kiln on the sink.,I am using a knife to chop the onions.,<none>
P01,noint,276,The kitchen wastebasket is full of trash.,I am throwing the onion peel away in the wastebasket.,<none>
P01,noint,277,Water is coming out of the sink faucet.,I am washing my hands with a towel.,<none>
P01,noint,278,Water is coming out of the sink faucet.,I am washing a potato with water.,<none>
P01,noint,279,There are dishware in the drawer of the sink.,I am opening the drawer in the sink.,<none>
P01,noint,280,There is a plate of iron in the sink.,I am peeling potato.,<none>
P01,noint,281,There is a plate of iron in the sink.,I am washing a peeled potato.,<none>
P01,noint,282,There is a plate of iron in the sink.,I am peeling the potato with a peeler.,<none>
P01,noint,283,There are onions on the cutting board.,I am turning off the faucet after washing the potatoes.,<none>
P01,noint,284,There is a kiln on the sink.,I am cutting a potato with a knife.,<none>
P01,noint,285,There are a cutting board and a knife on the sink.,I am washing my hands.,<none>
P01,noint,286,Water is boiling in the pot on the gas stove.,I am looking at a pot of boiling water.,<none>
P01,noint,287,Water is boiling in the pot on the gas stove.,I am looking at Recipe using a smartphone.,<none>
P01,noint,288,Water is boiling in the pot on the gas stove.,I am adjusting the power of the gas stove.,<none>
P01,noint,289,Forks and spoons are well arranged in the sink drawer.,I am opening the drawer to get my spoon out.,<none>
P01,noint,290,There are food tools in the drawer of the sink.,I am taking the bowl out of an open drawer.,<none>
P01,noint,291,Water is boiling in the pot on the stove.,I am using a fork to get the anchovies out of the pot.,<none>
P01,noint,292,Cut vegetables are placed on the cutting board.,I raise my head and turn left.,<none>
P01,noint,293,Water is boiling in the pot on the stove.,I am using a fork to get the anchovies out of the pot.,<none>
P01,noint,294,The plate I am holding has anchovies on it.,I reach for the gas stove control.,<none>
P01,noint,295,Cut vegetables are placed on the cutting board.,I put the bowl on the sink.,<none>
P01,noint,296,The barrel is filled with soybean paste.,I am opening the lid of a can of soybean paste.,<none>
P01,noint,297,There is a can of soybean paste in front of me.,I am opening the drawer to get my spoon out.,<none>
P01,noint,298,Water is boiling in the pot on the stove.,I am spooning soybean paste into the pot.,<none>
P01,noint,299,The stew is boiling in the pot on the stove.,I am stirring the stew in the pot using a spoon.,<none>
P01,noint,300,Water is boiling in the pot on the stove.,I am putting the potatoes in boiling water.,<none>
P01,noint,301,There is a cutting board with a cutting board and a knife.,I am washing my hands.,<none>
P01,noint,302,The stew is boiling in the pot on the stove.,I am putting the lid on the bean paste can.,<none>
P01,noint,303,There is a pot on the kitchen stove.,I am adjusting the gas range.,<none>
P01,noint,304,The stew is boiling in the pot on the stove.,I am using a spoon to stir the boiling stew.,<none>
P01,noint,305,The refrigerator is full of food.,I am putting the bean paste can in the refrigerator.,<none>
P01,noint,306,The things are on the sink table.,I am taking the cucumber to the sink.,<none>
P01,noint,307,There is a television set in the living room.,I am watching television over the sink.,<none>
P01,noint,308,There are onions on the cutting board.,I am cutting cucumber with a knife.,<none>
P01,noint,309,There are vegetables on the cutting board.,I am cutting cucumber with a knife.,<none>
P01,noint,310,There is a plate of iron in the sink.,I am picking up a onion that has been cut in half.,<none>
P01,noint,311,There is a plate of iron in the sink.,I am peeling a onion with my hands.,<none>
P01,noint,312,There are cutting board and knife on the sink table.,I am cutting onions with a knife after running water.,<none>
P01,noint,313,There are cut vegetables on the board of the sink.,I am taking a plastic bag out of the drawer of the sink.,<none>
P01,noint,314,There are cut vegetables on the board of the sink.,I am putting cucumber and onion in the plastic wrap.,<none>
P01,noint,315,There are cut vegetables on the board of the sink.,I peel the onion and wash it in water.,<none>
P01,noint,316,There are cutting board and knife on the sink table.,I am putting cut vegetables in a plastic wrap.,<none>
P01,noint,317,There are cut vegetables on the board of the sink.,I am washing my hands with a towel.,<none>
P01,noint,318,There are vegetables in the bag on the kitchen sink table.,I am taking the green onion out of the bag.,<none>
P01,noint,319,There are cutting board and knife on the sink table.,I am removing the string tied to the green onion.,<none>
P01,noint,320,Water is coming out of the sink faucet.,I am washing the green onion.,<none>
P01,noint,321,There are green onions and chopped vegetables on the board of the sink table.,I am using a rubber band to tie several green onions.,<none>
P01,noint,322,Water is coming out of the sink faucet.,I am washing the green onion.,<none>
P01,noint,323,There are cut vegetables on the board of the sink.,I am using a knife to chop the green onion.,<none>
P01,noint,324,There are cut vegetables on the board of the sink.,I move the sliced green onion.,<none>
P01,noint,325,There is a smartphone on the sink table.,I am pressing the smartphone button.,<none>
P01,noint,326,There is a pot of stew in the gas stove.,I am looking at Recipe using a smartphone.,<none>
P01,noint,327,There is a pot on the stove.,I am putting the cut vegetables in the stew.,<none>
P01,noint,328,There is a pot on the stove.,I am stirring the stew using a spoon.,<none>
P01,noint,329,The plate contains the remaining vegetables.,I am cleaning up the remaining vegetables.,<none>
P01,noint,330,The kitchen wastebasket is full.,I am throwing away the scraps of food on my plate.,<none>
P01,noint,331,The stew in the pot is boiling.,I rinse the bowl with water and put the rest of the green onion in the refrigerator.,<none>
P01,noint,332,The refrigerator is full of food.,I am closing the zipper pack and putting it in the refrigerator.,<none>
P01,noint,333,The refrigerator is full of food.,I am taking a glass container out of the refrigerator.,<none>
P01,noint,334,The stew in the pot is boiling.,I am stirring the stew that is boiling with a spoon.,<none>
P01,noint,335,The refrigerator is full of food.,I'm taking the zipper pack out of the refrigerator.,<none>
P01,noint,336,The stew in the pot on the stove is boiling.,I am spooning chili powder into the stew from a zip pack.,<none>
P01,noint,337,The refrigerator is full of food.,I am closing the zipper pack and putting it in the refrigerator.,<none>
P01,noint,338,The stew in the pot on the stove is boiling.,I am putting the lid on the pot.,<none>
P01,noint,339,There is a towel on my front table.,I am using my smartphone.,<none>
P01,noint,340,Food tools are arranged in the kitchen cabinet.,I am taking a plate out of the kitchen cabinet.,<none>
P01,noint,341,Water is coming out of the sink faucet.,I am washing my spatula with water.,<none>
P01,noint,342,There is a television set in the living room.,I am watching TV in the living room.,<none>
P01,noint,343,Water is coming out of the sink faucet.,I am washing the spatula.,<none>
P01,noint,344,There are cutting boards and knives on the table.,I am washing my hands with a towel.,<none>
P01,noint,345,The cooker in the kitchen is steaming.,I am putting rice in a bowl with a spatula.,<none>
P01,noint,346,Water is coming out of the sink faucet.,I am washing my spatula with water.,<none>
P01,noint,347,There is a pot on the stove.,I am walking around the kitchen.,<none>
P01,noint,348,The stew is boiling well.,I am opening the lid of the pot with my gloves on.,<none>
P01,noint,349,There is a table in the living room.,I take a stand out of the drawer handle and take it to the living room.,<none>
P01,noint,350,There are drink and paper on the living room table.,I am putting a pan rack on the table.,<none>
P01,noint,351,There is a pot on the stove.,I am walking into the kitchen.,<none>
P01,noint,352,There is a pot stand on the living room table.,I pick up the pot with my hands and take it to the living room table.,<none>
P01,noint,353,There are utensils on the cutting board in the kitchen.,I am walking into the kitchen.,<none>
P01,noint,354,The glass container has kimchi in it.,I take out a plate and put kimchi in my chopsticks.,<none>
P01,noint,355,The refrigerator is full of food.,I am putting a kimchi container in the refrigerator.,<none>
P01,noint,356,The living room table has a lid on it.,I am taking a plate of kimchi and rice to the living room.,<none>
P01,noint,357,"There is rice, kimchi, and stew on the table in the living room.",I take out the tissue and put a spoon on it.,<none>
P01,noint,358,The TV in the living room is off.,I am washing my chopsticks.,<none>
P01,noint,359,"There is rice, kimchi, and stew on the table in the living room.",I am walking into the living room with chopsticks.,<none>
P01,noint,360,There is a television set in the living room.,I am watching television.,<none>
P01,noint,361,"There is rice, kimchi, and stew on the table in the living room.",I bring my smartphone and put it down on the table.,<none>
P01,noint,362,"There is rice, kimchi, and stew on the table in the living room.",I am cleaning my glasses with my clothes.,<none>
P01,noint,363,A sports game is being broadcast on television in the living room.,I go forward and watch TV.,<none>
P01,noint,364,There are towels and drinks on the table.,I bring stew and kimchi close together.,<none>
P01,noint,365,There are pots and bowls of food on the table.,I am eating rice and stew with a spoon.,<none>
P01,noint,366,"There is rice, kimchi, and stew on the table.",I am holding a tissue.,<none>
P01,noint,367,"There is rice, kimchi, and stew on the table.",I am eating.,<none>
P01,noint,368,A sports game is being broadcast on television in the living room.,I am watching television.,<none>
P01,noint,369,There are pots and bowls of food on the table.,I am having a meal.,<none>
P01,noint,370,There is a television set in the living room.,I am changing the television channel with my remote control.,<none>
P01,noint,371,There is a television set in the living room.,I am having a meal.,<none>
P01,noint,372,There is a television set in the living room.,I am watching television.,<none>
P01,noint,373,There are pots and bowls of food on the table.,I am eating rice and stew with a spoon.,<none>
P01,noint,374,The living room table has a pot and a plate.,I am looking at something using a smartphone.,<none>
P01,noint,375,The living room table has a pot and a plate.,I am eating rice and stew with a spoon.,<none>
P01,noint,376,The news is on TV in the living room.,I am watching television.,<none>
P01,noint,377,There are towel and soda can on the table.,I am eating.,<none>
P01,noint,378,The news is on TV in the living room.,I am watching television.,<none>
P01,noint,379,There is a stew in the pot in front of me.,I am eating.,<none>
P01,noint,380,There is a television set in the living room.,I am using a tissue to wipe my mouth.,<none>
P01,noint,381,There is a stew in the pan in front of me.,I am eating a stew with a spoon.,<none>
P01,noint,382,There are a pot and a plate on the living room desk.,I am picking up the pot and walking into the kitchen.,<none>
P01,noint,383,The refrigerator in the kitchen is full of food.,I am pouring water into a pot.,<none>
P01,noint,384,The refrigerator in the kitchen is full of food.,I am taking a bottle of water out of the refrigerator and drinking it.,<none>
P01,noint,385,"There are plates, towel, and beverage can on the living room table.",I am walking to the living room.,<none>
P01,noint,386,There are iron plates and dishes in the kitchen sink.,I am walking towards the kitchen sink with a plate.,<none>
P01,noint,387,Water is coming out of the sink faucet.,I am rinsing the bowl and spoon with water.,<none>
P01,noint,388,The living room table has a pot rack and a towel.,I take the pan rack and towel to the kitchen.,<none>
P01,noint,389,The garbage can in the kitchen is full of trash.,I am throwing my tissue in the kitchen trash can.,<none>
P01,noint,390,There is a pot on the stove.,I hang a stand and gloves on the drawer handle.,<none>
P01,noint,391,The window in my room is curtained down.,I am going into my room and raising the curtains.,<none>
P01,noint,392,The weather is nice outside.,I am looking out through the window after raising the curtain.,<none>
P01,noint,393,There are many things on the sink table.,I am getting out of my room.,<none>
P01,noint,394,The iron plate and dishes are in the kitchen sink.,I am getting water on the toilet paper.,<none>
P01,noint,395,There is a table in the living room.,I am wiping the table with a tissue.,<none>
P01,noint,396,There are cutting board and utensils on the kitchen sink.,I am walking around in the kitchen.,<none>
P01,noint,397,The iron plate and dishes are in the kitchen sink.,I am washing the dishes with rubber gloves.,<none>
P01,noint,398,Water is coming out of the sink faucet.,I am rinsing the dishes with water on.,<none>
P01,noint,399,There are dishes in the dish drawer.,I am arranging the dishes in the washroom.,<none>
P01,noint,400,Water is coming out of the sink faucet.,I am washing the dishes and putting them in the dishpan.,<none>
P01,noint,401,There are dishware in the kitchen sink.,I am washing the dishes.,<none>
P01,noint,402,utensils are arranged in the dish drawer.,I am washing the dishes.,<none>
P01,noint,403,There are dishware in the kitchen sink.,I am washing the dishes.,<none>
P01,noint,404,Water is coming out of the sink faucet.,I am rinsing the utensils and putting it into dish drawer.,<none>
P01,noint,405,Water is coming out of the sink faucet.,I am using a sponge to wipe the iron plate and the chopping board.,<none>
P01,noint,406,Water is coming out of the sink faucet.,I am washing my gloves with water.,<none>
P01,noint,407,There is nothing in the kitchen sink.,I am taking off my rubber gloves.,<none>
P01,noint,408,Water is coming out of the sink faucet.,I am washing my hands.,<none>
P01,noint,409,The kitchen refrigerator is full of food.,I am moving the bowl from the refrigerator.,<none>
P01,noint,410,The stew in the pot is boiling.,I open the lid of the pot and look at it.,<none>
P01,noint,411,The gas stove has a pot on it.,I am using a towel to grab and move the pot.,<none>
P01,noint,412,There is a pot on the sink table.,I am using a towel to grab the pot and place it on the stove.,<none>
P01,noint,413,There is a table in the living room.,I am walking to the living room.,<none>
P01,noint,414,The kitchen sink is in order.,I am walking into the kitchen looking at my smartphone.,<none>
P01,noint,415,There is nothing in the kitchen sink.,I am looking at my cell phone and throwing my drink into the sink.,<none>
P01,noint,416,There is nothing in the kitchen sink.,I am looking at something using a smartphone.,<none>
P01,noint,417,The kitchen refrigerator is full of food.,I am looking at my smartphone and taking a bottle of water out of the refrigerator.,<none>
P01,noint,418,There is a bottle of water and a smartphone on the kitchen sink table.,I am taking a bottle of water.,<none>
P01,noint,419,The kitchen refrigerator is full of food.,I am putting a bottle of water in the refrigerator.,<none>
P01,noint,420,There is a refrigerator in front of me.,I am using a smartphone.,<none>
P02,int,1,There are some stuff on the desk.,I am looking at things.,We are having a conversation.
P02,int,2,A woman is lifting the lid of food.,I am looking a flea market.,A women is selling me something.
P02,int,3,There are many food and some woman sell it.,I am looking a flea market.,We are having a conversation.
P02,int,4,There are many street food on the table.,I am looking at things.,she is trying to sell me something.
